#x,y,dens
0.0, 0.0, 0.124913
0.1, 0.0, 0.128514
0.2, 0.0, 0.132310
0.3, 0.0, 0.136249
0.4, 0.0, 0.140262
0.5, 0.0, 0.144276
0.6, 0.0, 0.148205
0.7, 0.0, 0.151961
0.8, 0.0, 0.155452
0.9, 0.0, 0.158590
1.0, 0.0, 0.161290
1.1, 0.0, 0.163477
1.2, 0.0, 0.165090
1.3, 0.0, 0.166080
1.4, 0.0, 0.166420
1.5, 0.0, 0.166100
1.6, 0.0, 0.165129
1.7, 0.0, 0.163537
1.8, 0.0, 0.161371
1.9, 0.0, 0.158693
2.0, 0.0, 0.155579
2.1, 0.0, 0.152113
2.2, 0.0, 0.148384
2.3, 0.0, 0.144483
2.4, 0.0, 0.140499
2.5, 0.0, 0.136515
2.6, 0.0, 0.132607
2.7, 0.0, 0.128840
2.8, 0.0, 0.125269
2.9, 0.0, 0.121934
3.0, 0.0, 0.118866
3.1, 0.0, 0.116082
3.2, 0.0, 0.113590
3.3, 0.0, 0.111387
3.4, 0.0, 0.109465
3.5, 0.0, 0.107807
3.6, 0.0, 0.106394
3.7, 0.0, 0.105202
3.8, 0.0, 0.104208
3.9, 0.0, 0.103386
4.0, 0.0, 0.102714
4.1, 0.0, 0.102168
4.2, 0.0, 0.101728
4.3, 0.0, 0.101375
4.4, 0.0, 0.101094
4.5, 0.0, 0.100871
4.6, 0.0, 0.100695
4.7, 0.0, 0.100555
4.8, 0.0, 0.100444
4.9, 0.0, 0.100356
5.0, 0.0, 0.100286
0.0, 0.1, 0.129090
0.1, 0.1, 0.133294
0.2, 0.1, 0.137728
0.3, 0.1, 0.142327
0.4, 0.1, 0.147013
0.5, 0.1, 0.151700
0.6, 0.1, 0.156288
0.7, 0.1, 0.160674
0.8, 0.1, 0.164751
0.9, 0.1, 0.168416
1.0, 0.1, 0.171570
1.1, 0.1, 0.174125
1.2, 0.1, 0.176009
1.3, 0.1, 0.177167
1.4, 0.1, 0.177566
1.5, 0.1, 0.177194
1.6, 0.1, 0.176063
1.7, 0.1, 0.174208
1.8, 0.1, 0.171682
1.9, 0.1, 0.168560
2.0, 0.1, 0.164929
2.1, 0.1, 0.160887
2.2, 0.1, 0.156538
2.3, 0.1, 0.151989
2.4, 0.1, 0.147344
2.5, 0.1, 0.142699
2.6, 0.1, 0.138143
2.7, 0.1, 0.133751
2.8, 0.1, 0.129588
2.9, 0.1, 0.125700
3.0, 0.1, 0.122123
3.1, 0.1, 0.118878
3.2, 0.1, 0.115973
3.3, 0.1, 0.113405
3.4, 0.1, 0.111163
3.5, 0.1, 0.109229
3.6, 0.1, 0.107579
3.7, 0.1, 0.106187
3.8, 0.1, 0.105024
3.9, 0.1, 0.104062
4.0, 0.1, 0.103273
4.1, 0.1, 0.102631
4.2, 0.1, 0.102112
4.3, 0.1, 0.101694
4.4, 0.1, 0.101360
4.5, 0.1, 0.101093
4.6, 0.1, 0.100880
4.7, 0.1, 0.100710
4.8, 0.1, 0.100574
4.9, 0.1, 0.100465
5.0, 0.1, 0.100377
0.0, 0.2, 0.133629
0.1, 0.2, 0.138490
0.2, 0.2, 0.143615
0.3, 0.2, 0.148932
0.4, 0.2, 0.154350
0.5, 0.2, 0.159768
0.6, 0.2, 0.165073
0.7, 0.2, 0.170144
0.8, 0.2, 0.174858
0.9, 0.2, 0.179096
1.0, 0.2, 0.182743
1.1, 0.2, 0.185698
1.2, 0.2, 0.187878
1.3, 0.2, 0.189220
1.4, 0.2, 0.189683
1.5, 0.2, 0.189257
1.6, 0.2, 0.187953
1.7, 0.2, 0.185813
1.8, 0.2, 0.182898
1.9, 0.2, 0.179295
2.0, 0.2, 0.175104
2.1, 0.2, 0.170438
2.2, 0.2, 0.165419
2.3, 0.2, 0.160169
2.4, 0.2, 0.154807
2.5, 0.2, 0.149447
2.6, 0.2, 0.144189
2.7, 0.2, 0.139122
2.8, 0.2, 0.134318
2.9, 0.2, 0.129833
3.0, 0.2, 0.125706
3.1, 0.2, 0.121962
3.2, 0.2, 0.118609
3.3, 0.2, 0.115646
3.4, 0.2, 0.113058
3.5, 0.2, 0.110825
3.6, 0.2, 0.108918
3.7, 0.2, 0.107308
3.8, 0.2, 0.105962
3.9, 0.2, 0.104846
4.0, 0.2, 0.103929
4.1, 0.2, 0.103180
4.2, 0.2, 0.102572
4.3, 0.2, 0.102081
4.4, 0.2, 0.101686
4.5, 0.2, 0.101368
4.6, 0.2, 0.101112
4.7, 0.2, 0.100906
4.8, 0.2, 0.100740
4.9, 0.2, 0.100605
5.0, 0.2, 0.100494
0.0, 0.3, 0.138490
0.1, 0.3, 0.144054
0.2, 0.3, 0.149920
0.3, 0.3, 0.156005
0.4, 0.3, 0.162207
0.5, 0.3, 0.168409
0.6, 0.3, 0.174481
0.7, 0.3, 0.180285
0.8, 0.3, 0.185682
0.9, 0.3, 0.190533
1.0, 0.3, 0.194709
1.1, 0.3, 0.198094
1.2, 0.3, 0.200592
1.3, 0.3, 0.202130
1.4, 0.3, 0.202665
1.5, 0.3, 0.202181
1.6, 0.3, 0.200695
1.7, 0.3, 0.198251
1.8, 0.3, 0.194923
1.9, 0.3, 0.190807
2.0, 0.3, 0.186019
2.1, 0.3, 0.180689
2.2, 0.3, 0.174955
2.3, 0.3, 0.168958
2.4, 0.3, 0.162834
2.5, 0.3, 0.156711
2.6, 0.3, 0.150707
2.7, 0.3, 0.144920
2.8, 0.3, 0.139434
2.9, 0.3, 0.134313
3.0, 0.3, 0.129601
3.1, 0.3, 0.125326
3.2, 0.3, 0.121497
3.3, 0.3, 0.118113
3.4, 0.3, 0.115156
3.5, 0.3, 0.112603
3.6, 0.3, 0.110422
3.7, 0.3, 0.108578
3.8, 0.3, 0.107034
3.9, 0.3, 0.105752
4.0, 0.3, 0.104695
4.1, 0.3, 0.103829
4.2, 0.3, 0.103123
4.3, 0.3, 0.102550
4.4, 0.3, 0.102086
4.5, 0.3, 0.101709
4.6, 0.3, 0.101403
4.7, 0.3, 0.101154
4.8, 0.3, 0.100951
4.9, 0.3, 0.100784
5.0, 0.3, 0.100646
0.0, 0.4, 0.143615
0.1, 0.4, 0.149920
0.2, 0.4, 0.156568
0.3, 0.4, 0.163463
0.4, 0.4, 0.170492
0.5, 0.4, 0.177520
0.6, 0.4, 0.184401
0.7, 0.4, 0.190979
0.8, 0.4, 0.197096
0.9, 0.4, 0.202595
1.0, 0.4, 0.207330
1.1, 0.4, 0.211168
